,cumulative_return,ann_return,ann_vol,sharpe
strategy,2.733128569471173,0.18184303468600743,0.19606646612658377,0.9274560728180774
benchmark,2.5000582037878147,0.17085830799416452,0.17987373796557227,0.9498791203522818
